lesson_id,project,summary,pi_found,runbook_found,instructions_found,pi_candidate,note
L023,dm-signal,案B実装後、`verify_all_portfolios.py` の実行時間が4分超に膨張 **対策（実装済み）**: `_calculate_economic_indicator_momentum` に `context.price_da,FOUND,FOUND,FOUND,yes,
L022,dm-signal,案B（PipelineEngine統合）実装後、`verify_all_portfolios.py` が全PF「OK」と報告。しかし実際はPipelineEngineの全月が失敗し、比較対象が0件だった 1. GS側で `backend` ,FOUND,FOUND,FOUND,yes,
L021,dm-signal,Ud四神のmonthly returnパリティ検証のため `verify_ud_shijin_parity.py` を新規作成したが、**既存の `verify_all_portfolios.py` が全Standard PFのパリティ検証,FOUND,FOUND,FOUND,no,
L020,dm-signal,パリティ検証でシグナル不一致54件、リターンは一致 → 本番データ不整合かと誤診 **根本原因**: DB Signal テーブルに **2つの異なるフィールド** が存在:,FOUND,FOUND,FOUND,yes,
L019,dm-signal,IF 従来: acceleration_results[:top_n] — ソート安定性に依存（非決定的）時 THEN **従来**: `acceleration_results[:top_n]` — ソート安定性に依存（非決定的） 同スコ,FOUND,FOUND,FOUND,no,
L018,dm-signal,**ルール**: `trade-rule.md` RULE10「モメンタム計算は常にClose、リターン計算はOpen/Close選択」 **本番の実装**:,FOUND,FOUND,FOUND,no,
L017,dm-signal,IF 計算方式の違いで100%パリティは「構造的に不可能」としていた時 THEN **当初の誤結論**: 計算方式の違いで100%パリティは「構造的に不可能」としていた パリティ検証でReturn一致率 146/166 (88%)、20件不,FOUND,FOUND,FOUND,no,
L016,dm-signal,パリティ検証でシグナル一致率が60%しかないのにリターン一致率が高い **調査結果**: `MonthlyTradeCalculator._build_entries()` のコード確認で判明:,FOUND,FOUND,FOUND,yes,
L015,dm-signal,`urllib.request` で本番APIを呼んだら応答がハングし、タイムアウト import requests,MISSING,FOUND,FOUND,yes,
L014,dm-signal,パリティ検証スクリプトで experiments.db のUUIDを本番APIのholding_signalと比較したら全不一致,FOUND,FOUND,FOUND,yes,
L013,dm-signal,IF 原因2: align_months() が全PFの交差集合（最短PFの開始月）に切り詰め → 先頭14ヶ月はlookback不足で None → n_months から除外時 THEN **原因2**: `align_months(),FOUND,FOUND,FOUND,no,
L012,dm-signal,GS の `n_months=152` vs 本番 `period=168` — 16ヶ月の差 **原因1**: `align_months(drop_latest=True)` が experiments.db（確定済み月次リターンのみ格,FOUND,FOUND,FOUND,yes,
L011,dm-signal,IF open(path; encoding='utf-8') を常に明示する時 THEN **回避策**: `open(path; encoding='utf-8')` を常に明示する `yaml.safe_load(open('file,FOUND,FOUND,FOUND,no,
L010,dm-signal,IF download_prod_data.py 実行時は PYTHONPATH 設定が必要 THEN **回避策**: `python scripts/analysis/data_sync/download_prod_data.py mo,FOUND,FOUND,FOUND,no,
L009,dm-signal,"IF sync-fof API を実施する時 THEN **正しい呼び方**: 加速-C 登録後に `Invoke-RestMethod` で sync-fof を呼んだが ""Not Found"" エラー",FOUND,FOUND,FOUND,yes,
L008,dm-signal,GS構成四神 [歴史的記述]と本番FoF構成PFの不一致（2026-02-14）,MISSING,FOUND,MISSING,yes,
L007,dm-signal,新FoF追加後の再計算は `sync-fof`（L3）を使う（2026-02-14）,FOUND,FOUND,FOUND,no,
L006,dm-signal,IF Python requests ライブラリで本番 Render API を呼ぶと、接続がハングして一切レスポンスが返らなかった時 THEN **発生**: Python `requests` ライブラリで本番 Render API を,FOUND,FOUND,FOUND,yes,
L005,dm-signal,FoFパリティ比較は本番の現行パラメータを先に確認する（2026-02-14）,FOUND,FOUND,MISSING,yes,
L004,dm-signal,IF nukimi GS パリティ検証で DM7+ の月次リターンが本番と 2ヶ月乖離（2020-08; 2024-02: diff=40%; 17%）時 THEN **発生**: nukimi GS パリティ検証で DM7+ の月次リター,FOUND,FOUND,FOUND,yes,
L003,dm-signal,PowerShell の -replace / Set-Content で日本語UTF-8ファイルが文字化けする（2026-02-14）,MISSING,FOUND,FOUND,no,
L002,dm-signal,ブロック名は BlockType enum 値で統一する（2026-02-14）,MISSING,FOUND,MISSING,no,
L001,dm-signal,pipeline_config テンプレートのパラメータ名はコードと1:1一致必須（2026-02-14）,FOUND,FOUND,FOUND,yes,
L246,infra,関数がデフォルト値をechoしつつreturn 1する設計は、set -euo pipefailの呼び出し元でクラッシュする。デフォルト値を返すならreturn 0が正しい。,MISSING,MISSING,FOUND,no,
L245,infra,ホワイトリスト型gitignore環境でscripts/lib/に新規shファイル追加時、.gitignoreホワイトリスト追記漏れでCIのみ失敗する。ローカルではファイルが存在するため検出不可。,FOUND,MISSING,FOUND,no,
L244,infra,cmd_complete_gate.shのPython埋込でsys.exit(0)がbare except:に捕捉されていた。except Exception:に変更すべき。同パターンがスクリプト内の他のPython埋込にも存在する可能性あ,MISSING,MISSING,FOUND,no,
L243,infra,field_get.shの_field_get_log()がfield_deps.tsvに無条件追記し続け5.3MB/40K行に肥大。 ログ系ファイルを新設する際は、初期実装時にサイズ上限+ローテーションを組込む設計を標準とすべき。 rot,MISSING,MISSING,FOUND,no,
L242,infra,get_context_pct()とupdate_context_pct()がCTX%パース処理を重複実装。一方はecho返却、他方はtmux変数設定。IF 同一データの取得と保存が別関数にある THEN 取得関数+薄いラッパーに統一せよ,MISSING,MISSING,MISSING,no,
L241,infra,D001-D008防御hookのblock_destructive.shがsettings.local.json(ローカル専用)にのみ登録されている。settings.json(共有/git追跡)には含まれない。新環境セットアップ時にloc,MISSING,MISSING,FOUND,no,
L240,infra,"parse_skip_count()の汎用正規表現 r""(\d+)\s+(?:tests?\s+)?skips?\b"" は bats TAP出力 ""ok 293 skip and fail..."" のテスト番号+テスト名を",MISSING,MISSING,FOUND,no,
L239,infra,cmd_1031ではGrid dedup/PPE/parityのコード品質は全てINFORMATIONALだったが、impl_aが未commitのままHEADに載っておらずFAIL。レビューではコード品質とcommit整合性を分離して確認し,FOUND,MISSING,FOUND,no,
L238,infra,usage_status.shのキャッシュ破損は全CLI(Claude含む)の使用量表示を停止させる,FOUND,MISSING,FOUND,no,
L237,infra,Codex CLIの使用量はローカルSQLite(~/.codex/state_5.sqlite)のthreadsテーブルtokens_usedから取得せよ,FOUND,MISSING,FOUND,no,
L236,infra,DC起票前にpending_decisions.yamlの既存裁定を確認し、裁定済みの件を再質問するな,MISSING,MISSING,FOUND,no,
L235,infra,IF Android Gradle project を WSL2 の `/mnt/c/...` で回し、KSP が `build/generated/ksp/.../byRounds` の copy/update 中に `NoSuchFil,FOUND,MISSING,FOUND,no,
L234,infra,IF Android の local unit test (`testDebugUnitTest`) で `org.json.JSONObject.put(...)` を使う THEN 実行前に Android stub 制約を確認し、純 ,FOUND,MISSING,FOUND,no,
L233,infra,review/push task で `git diff --check` を repo 全体に対して要求すると、対象 commit が clean でも unrelated dirty worktree により恒常的に FAIL し得る。,FOUND,MISSING,FOUND,no,
L232,infra,bats tests/unit/（294件、--jobs 4）がpre-pushのtimeout 120秒を超過。テストスイート増加に伴いtimeout延長かテスト分割が必要。,MISSING,MISSING,FOUND,no,
L231,infra,ruffはlint成功時にAll checks passed!を標準出力する。出力の空判定(if [ -n ruff_out ])では偽陽性。修正: ruff check --quiet(成功時出力なし) or 終了コード判定。WSL2環境,MISSING,MISSING,FOUND,no,
L230,infra,lessons.extend()でplatform教訓を後方追加→dict comprehensionで同一IDの場合にplatform版が残る。ID重複227件のproject固有教訓が静かに消失。対策: キーをproject-prefi,FOUND,MISSING,FOUND,no,
L229,infra,cmd_969〜972でHarness Engineering記事の手法を取り込んだ際、Stop Hookで全batsテスト(299件)をフル実行するゲートを追加した。結果: (1)22分ハングで全エージェントが停止不能 (2)将軍・家老も,FOUND,MISSING,FOUND,no,
L228,infra,ast-grep rule を regex ベースで書く場合、kind を伴わない composite rule は `Rule must specify a set of AST kinds to match` で parse error,MISSING,MISSING,FOUND,no,
L227,infra,Write toolで作成した.shファイルがCRLF改行になり、bash実行時にset -euが失敗する。WSL2(/mnt/c/)でスクリプト作成後はsed -i 's/\r$//' で変換が必要。,FOUND,MISSING,FOUND,no,
L226,infra,ashigaru.md読込スキップ(コスト削減)で忍者は8行のアイデンティティブロック+1行role_reminderだけでペルソナ再構築が必要。対策: /clear Recoveryに核心5項目追加(+10行)+role_reminder,FOUND,MISSING,FOUND,no,
L225,infra,dm_signal_decisions名義にauto-ops/確定申告の裁定が混入していた(cmd_957)。正本突合を速く正確にするには内容種別だけでなく『このobsは当該entity/projectの知識か』を最初に切り分ける必要がある,FOUND,MISSING,FOUND,no,
L224,infra,53obsの突合でMCPに混在していた重複・旧版化項目の多くが本来context/instructionsに置くべき運用ルールだった。MCPは殿の好み/哲学を中心に残し、運用ルールは受動層に昇格させる三分法(好み/運用/裁定)で棚卸しすると,FOUND,MISSING,FOUND,no,
L223,infra,IF gate/スクリプトのエラー出力を設計する THEN 「次にやるべきこと」を含むAI行動指示形式にせよ。チェックリストは外部md分離(Read失敗→STOP)。長手順は短名原則にパック化(Named Invariants) BECAU,FOUND,MISSING,FOUND,no,
L222,infra,IF deploy_task.shが未設定/空文字/空リストを既定値へ補完する仕様を持つ THEN テストはmissing/Noneだけでなく空文字と空リストのsentinelも再現せよ BECAUSE 現行実装はnot in/Noneしか,MISSING,MISSING,FOUND,no,
L221,infra,~/.claude/skills/*/SKILL.mdがCRLFを含み、awkのregex ^---$ が ---\rにマッチしなかった。tr -d '\r'でCR除去してからパースする必要がある。,FOUND,MISSING,FOUND,no,
L220,infra,.githooks/pre-commit が queue/ stage を全面禁止する一方、context/lord-conversation-index.md は作業中に自動更新される。bulk commit task で git sta,FOUND,MISSING,FOUND,no,
L219,infra,cmd_887_B の分析対象に archive/completed_changelog.yaml とあったが、現行実体は queue/completed_changelog.yaml だった。履歴参照タスクは stale path のまま,FOUND,MISSING,FOUND,no,
L218,infra,L007教訓が再び的中。新規スクリプト(chronicle_metrics.sh)の実装者が.gitignoreホワイトリスト追加を忘れていた。レビュー担当がL007を把握していたため検出・修正できた。実装者・レビュー者双方がL007を確認,FOUND,MISSING,FOUND,no,
L217,infra,IF lesson_impact.tsvを injection/helpful集計に使う THEN result=PENDINGを除外しproject列で分離せよ BECAUSE 未完了サブタスクが注入回数だけ増え、誤退役とlessons.,FOUND,MISSING,FOUND,no,
L216,infra,IF gate_metricsテストを書く THEN tmuxモックを配置してライブ環境からの干渉を防げ BECAUSE resolve_agent_model_labelはtmux変数を優先し、settings.yamlのフォールバックが,MISSING,MISSING,FOUND,no,
L215,infra,gate_metricsテストがtmux環境依存,MISSING,MISSING,FOUND,no,
L214,infra,教訓IDをproject非考慮で集計すると注入回数・有効率・退役判定が別PJ間で相互污染する。cmd_874で検出:同一IDの20組が両PJで同一退役理由。file_missing判定もinfra root基準固定で外部PJパスを誤判定。自,FOUND,MISSING,FOUND,no,
L213,infra,cmd_873の4観点偵察統合結論。実装許可すると教訓サイクル・GATEシステム・report追跡の3重迂回が発生しF003の根拠が崩壊する。capability(tools/mode/isolation)で強制可能な制約とbehavior,FOUND,MISSING,FOUND,no,
L212,infra,IF: 外部知識を記録・引用する時 THEN: 一次データ層と解釈・適用層を分離せよ BECAUSE: 一次データの改変は捏造であり、知識の信頼性が失われる,MISSING,MISSING,FOUND,no,
L211,infra,A-G各忍者は自担当範囲の辞書を高品質に作れるが、エントリ間の重複・矛盾・gap検出は不可能。統合専任が全報告を横断的に読み完全知識マップを作成して初めて実装可能な形になる,MISSING,MISSING,FOUND,no,
L210,infra,IF 忍者の done 通知を `inbox_write.sh` の message type だけで信用して task=done に進める THEN `ninja_done.sh` を迂回した虚偽完了で report YAML 欠損が本番,FOUND,MISSING,FOUND,no,
L209,infra,運用ドキュメントに旧 `inbox_write.sh ... report_received` 手順が残っていると、忍者は report file 未作成でも task を done 化できる。done 通知は `ninja_done.sh,FOUND,MISSING,FOUND,no,
L208,infra,test_gate_metrics_model_labels.batsのテスト#158がライブtmuxセッションの@model_nameを取得し、テストフィクスチャの期待値と不一致になる。テスト内でtmuxルックアップをモックするか、環境非,MISSING,MISSING,FOUND,no,
L207,infra,summary: | のようなblock scalar指示子は、field_get(grep+sed方式)では | がリテラル文字列として返る。YAML parserを使わないためブロック内容は取得できない。空判定にはこのリテラル値のcas,MISSING,MISSING,FOUND,no,
L206,infra,NDL OCR-LiteのCC BY 4.0は帰属表示のみで商用利用・改変・再配布すべて可能。ShareAlike制約なし。依存ライブラリも全て商用利用可(MIT/Apache2/BSD)。GUIのflet依存問題はCLI/API利用で完全,FOUND,MISSING,FOUND,no,
L205,infra,2026-03-11 14:32 JST 実測で `kirimaru` pane は `@agent_state=idle` のまま `• Working (... esc to interrupt)` を表示した。`ninja_monit,FOUND,MISSING,FOUND,no,
L204,infra,30日分134件のSTALL-DETECTEDログを分析した結果、ほぼ全件が「ペインが確実にidle状態なのにtask YAML statusが未更新」パターン。当初想定されたBash長時間実行中の誤判定はログ上では確認できなかった。ただし,FOUND,MISSING,FOUND,no,
L203,infra,xAI APIのlive search(search_parameters)はchat/completionsで廃止(HTTP 410)。x_searchツールはResponses API(/v1/responses)でのみ利用可能。さらに,MISSING,MISSING,FOUND,no,
L202,infra,今回の Android UI は `Kinpaku` / `Zouge` / `Surface4` などの戦国色トークンを多画面で直接参照していたため、`lightColorScheme` を足すだけでは Light/Black へ切り替わ,MISSING,MISSING,FOUND,no,
L201,infra,MCP Memory API(memory MCP server)のobservationは単なるstring[]で、個別observationへのtag/priority/timestamp等の構造化メタデータ付与は不可能。フィルタリング,FOUND,MISSING,FOUND,no,
L200,infra,シンプルな無地背景推奨(背景画像よりソリッドカラー)。フォルダ/カテゴリ選択にはチップ(chip/tag)形式がベスト。Androidアプリのデザインシステムはandroid/.interface-design/system.mdを必ず参照,FOUND,MISSING,FOUND,no,
L199,infra,明確な視覚ヒエラルキー(Squint Test: 目を細めても構造がわかるか)。一貫性を保つ(アイコンスタイル統一/2ptストローク/角丸)。見た目が似ている要素は同じ機能にする。不要な装飾を削除。色は目的を持って使う(ブランドカラーはイン,FOUND,MISSING,FOUND,no,
L198,infra,プライマリボタンは画面に1つだけ。ボタン階層: filled(主)→outlined(副)→text-only(補助)の3段階。最小タッチターゲット48pt×48pt、要素間の最小間隔8pt。重要なアクションはメニューに隠さず表面に出す。ナ,MISSING,MISSING,MISSING,no,
L197,infra,サンセリフ体1種類で統一(x-heightの高いフォント推奨、Inter等)。フォントウェイトはRegular+Boldのみ(Light/Thin禁止)。大文字(UPPERCASE)の多用禁止。テキストは左揃え。本文の行間は最低1.5(15,MISSING,MISSING,FOUND,no,
L196,infra,スペーシングは8pt刻みのTシャツサイズ(XS=8/S=16/M=24/L=32/XL=48)。スペースで関連要素をグルーピング。不要なコンテナ(Box枠)を削除。アライメントは左揃えで統一。border-radiusを全要素で統一,FOUND,MISSING,FOUND,no,
L195,infra,UI要素コントラスト比3:1以上(WCAG 2.1 AA)。テキストコントラスト比: 小文字4.5:1以上、大文字3:1以上(18px以下)。色だけに頼らず下線・アイコン等の追加視覚指標を併用。純粋な黒(#000)テキスト禁止→ダークグレー,FOUND,MISSING,FOUND,no,
L194,infra,テスト252件がWSL2 I/Oオーバーヘッドで40秒を超過(46件しか完走不可)。120秒に延長で解決。テスト数増加時は定期的にtimeout見直しが必要,MISSING,MISSING,FOUND,no,
L193,infra,IF pre-push で `timeout 30 bats tests/unit/ --jobs 4` のような厳しい予算を課す時 THEN 実装コードより先に unit test 側の固定sleep・過大timeout・setup重複を,MISSING,MISSING,FOUND,no,
L192,infra,並列implのreviewではgit diff origin/main..HEADだけでなくgit diff --name-statusも確認し、対象差分が全てcommit済みか先に検証せよ。generated fileの大規模削除が混入す,FOUND,MISSING,FOUND,no,
L191,infra,"IF E2E test が `cp ""$PROJECT_ROOT/tests/e2e/fixtures/...""` のように fixture ファイルを前提にする時 THEN fixture 実在をテスト開始前に明示検証するか self-c",MISSING,MISSING,FOUND,no,
L190,infra,cmd_707で3名並列impl後review時、才蔵のみcommit済み・小太郎と影丸が未コミット。review配備前にgit status確認すべき,FOUND,MISSING,FOUND,no,
L189,infra,cmd_707で3名並列impl後review時、才蔵のみcommit済み・小太郎と影丸が未コミット。review配備前に家老がgit statusで未コミット差分確認するか完了ゲートにcommit検証追加すべき。,FOUND,MISSING,FOUND,no,
L188,infra,影丸がstatus:doneの報告を提出したがgit commitが未実施。レビュー担当(半蔵)がcommit+pushを代行した。,FOUND,MISSING,FOUND,no,
L187,infra,IF Compose で terminal の pinch-zoom `minScale` を `contentWidth` から算出する時 THEN `Text.onTextLayout` の viewport 制約済み幅ではなく `Te,MISSING,MISSING,FOUND,no,
L186,infra,IF review taskで `git push origin main` を行う時 THEN `git ls-remote origin refs/heads/main` だけでなく push直前に `git rev-parse HEA,MISSING,MISSING,FOUND,no,
L185,infra,`cmd_675` 配備後の `queue/tasks/hayate.yaml` には `report_path: queue/reports/hayate_report_cmd_675.yaml` が入っていたが、実ファイルは存在しなかっ,FOUND,MISSING,FOUND,no,
L184,infra,"`download_attachment_image()` に第2引数を追加した際、旧テストが1引数呼び出しのままで `local attachment_name=""$2""` が unbound variable で即死した。",MISSING,MISSING,FOUND,no,
L183,infra,Ubuntu既定の `~/.bashrc` は先頭で `case $-` により非対話シェルを即 return する。環境変数追加レビューで `bash -lc 'source ~/.bashrc'` だけを見ると false negati,MISSING,MISSING,FOUND,no,
L182,infra,今回のAndroidアプリは SettingsViewModel/NtfySettingsSection で ntfy topic を保存できる一方、実処理の NtfyService は Defaults.NTFY_TOPIC 固定値を参照,MISSING,MISSING,FOUND,no,
L181,infra,タスク記述ではAC4実装済み・AC1-3未実装とあったが、実際はAC1-3がcommit済み・AC4のみ未commit。着手前にgit diffで実態を確認することで無駄な作業を回避できた,FOUND,MISSING,FOUND,no,
L180,infra,IF whitelist-based .gitignore のrepoで新規source fileや対象scriptを追加する時 THEN git add前に git ls-files と git check-ignore -v で追跡可否,FOUND,MISSING,FOUND,no,
L179,infra,疾風がstatus: doneの報告YAMLを提出したが、git commitが未実施だった。レビュー担当がcommit+pushを代行した。impl忍者がcommitまで完了してから報告すべき。,FOUND,MISSING,FOUND,no,
L178,infra,Agent Teamsの公式ドキュメントURLが docs.anthropic.com/en/docs/claude-code/ から code.claude.com/docs/en/ に301リダイレクト。今後の偵察ではcode.clau,FOUND,MISSING,FOUND,no,
L177,infra,IF 追跡TSVやqueueの識別子をparent_cmdからtask_id/subtask_idへ変更する時 THEN 書き込み側だけでなく集計・更新・分析のconsumer全部で同じキー体系へ同期せよ because producer/,FOUND,MISSING,FOUND,no,
L176,infra,ストリーム購読デーモンで keepalive/open/outbound を同じ activity と見なすと、watchdog が『接続生存』しか測れず『実メッセージ停滞』を検知できない。byte-level と message-leve,MISSING,MISSING,FOUND,no,
L175,infra,`scripts/ntfy_listener.sh:317-319` が `read` 成功直後にLAST_STREAM_ACTIVITYを更新し、`190-192` でkeepalive/openを破棄していた。ntfy購読APIは ke,MISSING,MISSING,FOUND,no,
L174,infra,watchdogの活動時刻は『read成功』ではなく『意味のあるイベント処理成功』で更新すべし,MISSING,MISSING,FOUND,no,
L173,infra,instructions/common/roles を修正して build_instructions.sh を実行しても、AGENTS.md / .github/copilot-instructions.md / agents/defaul,FOUND,MISSING,FOUND,no,
L172,infra,git status の一時表示だけで ahead/behind を判断せず、`git branch -vv` と `git rev-parse HEAD origin/main` で追跡先一致を確認すると、不要な push ブロックや s,FOUND,MISSING,FOUND,no,
L171,infra,deploy_task.shのPython呼出し(2>&1|while)でexit code喪失。bash変数直接埋込はインジェクションリスク。os.environ[]パターン統一必須,MISSING,MISSING,FOUND,yes,
L170,infra,`scripts/log_terminal_response.sh` の `head -c 500` が多バイト文字を途中切断し、`queue/lord_conversation.yaml` に `\udce2\udc94` の壊れた文字列,FOUND,MISSING,FOUND,no,
L169,infra,"scripts/ntfy_listener.sh の ntfy_inbox追記(173-178)は本文を未エスケープで埋め込むため、""を含むログでYAMLが壊れる。append系は flock + parse + dump の原子トランザク",FOUND,MISSING,FOUND,no,
L168,infra,IF auto_draft_lesson.shからlesson_write.shにIF/THEN/BECAUSE値を渡す時 THEN IF_THEN_FLAGSの文字列結合ではなく、個別にquotedした引数として渡す,MISSING,MISSING,FOUND,no,
L167,infra,IF ストリーム購読系デーモン時 THEN ntfy_listenerで多重起動防止(lock/pidfile)とMSG_ID重複排除が無いと、運用上の二重起動や再接続再配送で同一イベントを二重記録する,MISSING,MISSING,FOUND,no,
L166,infra,IF ストリーミング受信デーモンを新規実装する時 THEN 受信側にもflock/pidfileによる単一起動ロックを持たせよ,FOUND,MISSING,FOUND,no,
L165,infra,IF 教訓効果率の低い教訓群を分析する時 THEN 自動退役は『低効果』だけでなく『仕組み化完了フラグ』連動で回すべき,MISSING,MISSING,FOUND,no,
L164,infra,IF Claude Code Hooksのshスクリプトを作成する時 THEN set -euのみ使用しpipefailは使うな,FOUND,MISSING,FOUND,no,
L163,infra,IF MAX_ENTRIES等の定数変更時 THEN impl側の定数変更とテストの前提値の整合性チェックをACに含めるべき,MISSING,MISSING,MISSING,no,
L162,infra,IF フックスクリプトテスト時 THEN dirname($0)からパス計算するスクリプトは環境変数上書きでは対応不能,MISSING,MISSING,FOUND,no,
L161,infra,IF ntfy添付画像を保存する時 THEN attachment MIMEに合わせた拡張子付与またはPNG変換を標準化せよ,MISSING,MISSING,FOUND,no,
L160,infra,IF ntfyのprivate topicから添付ファイルをダウンロードする時 THEN ストリーム購読時に組み立てたAUTH_ARGSを添付ファイルcurlにも共通適用せよ,MISSING,MISSING,MISSING,no,
L159,infra,IF 5軸以上の独立した偵察を実施する時 THEN 並列Agent(例: 4並列)で各軸を分担して同時実行せよ 軸ごとの独立性が高い偵察タスクではExplore Agentの並列起動が有効。,FOUND,MISSING,FOUND,no,
L158,infra,IF ローテーション機能をレビューする時 THEN 境界値テストに加え、200超の初期データ(例:250件)を用いた追記検証を実施せよ,FOUND,MISSING,FOUND,no,
L157,infra,IF 追記型YAMLの上限制御時 THEN append処理とローテーションを分離すると肥大化区間が残る,MISSING,MISSING,FOUND,no,
L156,infra,IF set -e環境で非0戻り値を返す判定関数を呼び出す時 THEN `if func; then rc=0; else rc=$?; fi` 形式で受けよ,MISSING,MISSING,MISSING,no,
L155,infra,IF lib/配下の共通関数を実装する時 THEN 呼出し元の環境変数依存を関数冒頭で明示バリデーションせよ,MISSING,MISSING,FOUND,no,
L153,infra,IF レビューACにpush条件がある時 THEN git rev-list --left-right --countでorigin/mainとの差分を事前確認せよ,FOUND,MISSING,FOUND,no,
L152,infra,IF lessons.yamlを更新した後にdashboard_auto_section.shの出力を確認する時 THEN KM_JSON_CACHEの無効化条件にlessons.yaml変更検知を追加すべき,FOUND,MISSING,FOUND,no,
L151,infra,IF Git hookをリポジトリに導入する時 THEN スクリプト内容だけでなくexecutable bit(100755)のコミット有無を必ず確認せよ,MISSING,MISSING,MISSING,no,
L150,infra,IF commit関連のACを検証する時 THEN git commit --dry-runではなく実commit(失敗想定)またはhook直接実行で検証せよ,MISSING,MISSING,FOUND,no,
L149,infra,IF shellスクリプトやgit hookでテキスト検索を行う時 THEN rgではなく標準のgrepを使え,MISSING,MISSING,FOUND,no,
L148,infra,IF AC文言は値参照元変更以外(例: コメント追記)の許容範囲を明示時 THEN 今回の差分にはtimestamp行コメント追記が含まれるが、機能要件への影響はない,MISSING,MISSING,FOUND,no,
L147,infra,IF related_lessons.detail注入はlessons.yamlスキーマ依存 — 現行スキーマ時 THEN AC6を成立させるには(1) lessons.yamlへdetail同期追加、または(2)summaryをdetai,FOUND,MISSING,FOUND,no,
L146,infra,IF AC6系(教訓注入関連)をレビューする時 THEN git diff確認に加え、summary-only lessonを使ったdeploy_task再現実行を実施せよ,FOUND,MISSING,FOUND,no,
L145,infra,IF ashigaru.mdの内容を修正する時 THEN build_instructions.shのソースファイル(roles/;templates/等)を修正せよ body contentはinstructions/roles/ashi,FOUND,MISSING,FOUND,no,
L144,infra,IF git add/gitignore失敗の頻度を分析する時 THEN gate_metricsではなく専用guardログから集計せよ 発生頻度を継続観測するには、git add実行点でignored pathを記録する,MISSING,MISSING,FOUND,no,
L143,infra,IF gitignoreエラー時 THEN 対策は(1)ashigaru.md明文化(即効)→(2)pre-commitフック(根治)の段階実施が有効,FOUND,MISSING,FOUND,no,
L142,infra,IF 飛猿報告のテスト8件時 THEN テスト件数を報告する場合は根拠(ファイル名・実行コマンド)も記載すべき,MISSING,MISSING,FOUND,no,
L141,infra,IF lesson_deprecation_scan.shで大量教訓を自動退役する時 THEN 教訓数に応じてバッチ処理(1回のPython内で複数教訓を更新)への変更を検討せよ,MISSING,MISSING,FOUND,no,
L140,infra,IF レビューFAILで再提出を指示する時 THEN revert対象を明示し、scope内差分を保持した最小修正で再提出させよ,FOUND,MISSING,FOUND,no,
L139,infra,IF scope外変更のrevert確認時 THEN 本件ではkirimaru impl(85c8a96)とsaizo revert(f4b264c)の正味diffで主要3点(ALWAYS_REQUIRED/preflight/GATE C,FOUND,MISSING,FOUND,no,
L138,infra,taskが特定セクション改修を要求している場合、commit diffに無関係なgate条件変更が混在した時点でFAILとし、目的適合性違反として差し戻す運用が必要。,FOUND,MISSING,FOUND,no,
L137,infra,deploy_task.shがlesson.doneをlesson_checkで先行生成する設計は、cmd_complete_gate.shのpreflight upgradeが正常動作する前提。しかしupgradeロジックにhas_fou,MISSING,MISSING,FOUND,no,
L136,infra,IF preflight_gate_flagsのupgradeロジックを修正する時 THEN has_found_true変数のスコープがif/else両ブロックで有効か確認せよ,MISSING,MISSING,FOUND,no,
L135,infra,IF build_instructions.sh時 THEN 副作用のないヘルプ確認を想定すると生成差分が発生する,FOUND,MISSING,MISSING,no,
L134,infra,IF bashスクリプトの関数をbatsでユニットテストする時 THEN LIB_ONLYガード(例: NINJA_MONITOR_LIB_ONLY)を使ってメインループを実行せず関数定義のみロードせよ,MISSING,MISSING,MISSING,no,
L133,infra,IF lessons.yamlのinjection_countを参照する時 THEN 全件0の可能性を考慮し、sync_lessons.shの同期状態を確認せよ,FOUND,MISSING,FOUND,no,
L132,infra,IF dashboard_update.sh時 THEN 進捗メモ（配備開始等）にはEdit toolを使え,MISSING,MISSING,FOUND,no,
L131,infra,sweep mode（引数なし）はstatus判定のみだと進行中cmdの報告を早期退避し得る。原則はcmd_id指定呼び出しとし、sweepにはparent_cmd status確認（未解決時keep）を必ず入れる。,FOUND,MISSING,FOUND,no,
L130,infra,IF PowerShellのGet-Clipboard -Format Imageで画像を取得する時 THEN try/catchだけでなくnull判定も必須化せよ,MISSING,MISSING,FOUND,no,
L129,infra,python3-venv未導入だとvenv構築不可。pip --userもPEP668で拒否されるため、偵察手順に --break-system-packages か事前venv確認を含めるべき。,MISSING,MISSING,FOUND,no,
L128,infra,IF OSS参照タスク時 THEN task記載URLが移転/非公開化されている場合がある,MISSING,MISSING,MISSING,no,
L127,infra,cmd_494再配備時、先行忍者(tobisaru)が既にcommit+report提出済みだった。家老は再配備前にgit log + report存在を確認することで重複作業を防止できる。小太郎cmd_494r2で発見,FOUND,MISSING,FOUND,no,
L126,infra,IF 非同期通知ラッパー(常時exit 0)の結果をif判定で使う時 THEN 同期モードまたは結果ファイル連携で結果を取得せよ,MISSING,MISSING,FOUND,no,
L125,infra,IF paste-bufferで特定ペインにデータを注入する時 THEN 注入先の@agent_idを検証してから実行せよ(defense-in-depth),MISSING,MISSING,FOUND,no,
L124,infra,IF paste-bufferの-dフラグはタイムアウト時 THEN timeout N tmux paste-buffer -b name -dでタイムアウトした場合、-d(使用後削除)は発動しない,MISSING,MISSING,FOUND,no,
L123,infra,IF tmuxのsend-keysやset-optionでターゲットを指定する時 THEN ウィンドウINDEXではなくNAME(例: shogun:main)を使え,FOUND,MISSING,FOUND,no,
